Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	23285730	60075	61251	0.945629	0.921775	0.93355
2	6	e	20079991	53367	54058	0.916726	0.903423	0.910026
3	7	n	12820996	32252	32243	0.889722	0.887293	0.888506
4	8	i	10202092	24739	25078	0.894578	0.879223	0.886834
5	9	r	9068726	23607	24026	0.894317	0.873347	0.883708
6	10	t	7604924	19595	19186	0.86286	0.879946	0.871319
7	11	s	7300631	18413	18340	0.861866	0.856711	0.859281
8	12	a	6319413	17534	17197	0.866318	0.87289	0.869591
9	13	d	5705203	14018	14327	0.864503	0.836847	0.85045
10	14	u	4880530	11805	11740	0.839304	0.842401	0.84085
11	15	h	4796889	13018	12590	0.839646	0.864211	0.851751
12	16	l	4236709	10985	10683	0.816686	0.840319	0.828334
13	17	o	3536964	8289	9092	0.826603	0.785377	0.805463
14	18	g	3428197	9195	9177	0.812489	0.810181	0.811333
15	19	c	3277037	8262	7870	0.795593	0.825563	0.810301
16	20	m	2900237	7403	6677	0.736478	0.812438	0.772595
17	21	b	1938162	5296	5047	0.752243	0.777645	0.764733
18	22	f	1852933	4783	4795	0.74029	0.740189	0.740239
19	23	w	1484497	4090	4138	0.762558	0.746457	0.754422
20	24	,	1449080	3814	4402	0.879269	0.76405	0.817621
21	25	k	1425816	3796	3717	0.739469	0.757922	0.748582
22	26	z	1356634	3542	3513	0.720579	0.731986	0.726237
23	27	.	1198126	2962	2974	0.939946	0.95659	0.948195
24	28	v	937934	2316	2341	0.669377	0.664993	0.667178
25	29	p	914138	2144	2236	0.72487	0.702439	0.713478
26	30	ü	815446	2092	2168	0.662387	0.642491	0.652287
27	31	S	770042	2126	2186	0.76335	0.743009	0.753042
28	32	ä	735388	2079	1878	0.638122	0.70375	0.669331
29	33	A	597061	1601	1528	0.650392	0.687601	0.668479
30	34	D	530141	1481	1446	0.730931	0.749106	0.739907
31	35	E	524284	1090	1158	0.697664	0.661567	0.679136
32	36	B	468336	1317	1255	0.688503	0.723677	0.705652
33	37	M	415767	1255	1315	0.795334	0.761905	0.778261
34	38	P	402672	989	1043	0.782238	0.745031	0.763182
35	39	I	371799	532	550	0.743382	0.723066	0.733083
36	40	F	351786	997	988	0.727903	0.733417	0.730649
37	41	K	349214	901	842	0.722433	0.765817	0.743493
38	42	ö	343351	938	871	0.598665	0.646142	0.621498
39	43	W	335239	794	856	0.73747	0.680839	0.708024
