Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	8516134	5188	4528	0.71549	0.788538	0.75024
2	7	n	6984348	4412	4443	0.754404	0.770806	0.762517
3	192	,▁	6517693	3761	4414	0.893272	0.764468	0.823866
4	184	en▁	5137455	2770	2858	0.694426	0.670701	0.682357
5	195	.▁	4967399	2901	2948	0.979092	0.968899	0.973969
6	185	e▁	4673277	2590	2724	0.726697	0.697885	0.712
7	187	t▁	4251209	2509	2477	0.673768	0.683573	0.678635
8	183	er	3705231	2372	2270	0.678625	0.709769	0.693848
9	15	h	3682545	2400	3187	0.713918	0.662547	0.687274
10	10	t	3571032	2119	2071	0.687123	0.698317	0.692675
11	6	e	3541039	2009	2102	0.738938	0.71364	0.726069
12	22	f	3460842	2099	2062	0.664389	0.677284	0.670774
13	25	k	3380985	2182	2557	0.711575	0.688401	0.699796
14	20	m	3365963	2115	1947	0.682947	0.740916	0.710752
15	202	der▁	3357018	1827	2095	0.653516	0.625512	0.639207
16	18	g	3269446	1961	2333	0.759619	0.64066	0.695086
17	208	die▁	3145697	1736	1838	0.671811	0.645138	0.658204
18	17	o	3087570	1713	1902	0.791794	0.71464	0.751241
19	197	st	3070521	1641	1652	0.671086	0.676391	0.673728
20	12	a	3008378	2264	2286	0.774388	0.763071	0.768688
21	14	u	2995814	1809	1804	0.721581	0.726633	0.724098
22	210	und▁	2937689	1262	1243	0.87122	0.887734	0.879399
23	11	s	2851218	2038	1922	0.66993	0.720629	0.694356
24	21	b	2710978	1623	1678	0.715284	0.682917	0.698726
25	190	er▁	2425080	1831	1888	0.698747	0.677843	0.688136
26	29	p	2409799	1375	1429	0.706105	0.683893	0.694822
27	186	ch	2361562	1226	1208	0.639183	0.651157	0.645114
28	191	s▁	2170884	1195	1225	0.617447	0.604112	0.610707
29	193	en	2115307	1322	1363	0.652458	0.633948	0.64307
30	201	sch	2072583	1189	1147	0.638859	0.660472	0.649486
31	8	i	2068127	1284	1337	0.786383	0.753723	0.769707
32	32	ä	2039552	1208	1256	0.637148	0.618151	0.627506
33	213	den▁	1984685	1251	1247	0.593044	0.606328	0.599612
34	23	w	1935854	1519	1592	0.660462	0.633572	0.646738
35	214	ge	1886852	1283	1247	0.563121	0.575755	0.569368
36	225	in▁	1738131	1064	1048	0.623656	0.631277	0.627443
37	26	z	1735275	1216	1173	0.695525	0.71736	0.706273
38	231	be	1670436	853	895	0.584142	0.551407	0.567303
39	220	ten▁	1658154	1187	1114	0.566923	0.603976	0.584863
40	199	an	1647925	986	911	0.62148	0.66943	0.644564
41	34	D	1635926	1005	941	0.646948	0.697499	0.671273
42	13	d	1621103	924	942	0.689404	0.66582	0.677407
43	41	F	1582468	997	1018	0.746567	0.740062	0.7433
44	37	M	1570596	1123	1177	0.827467	0.790623	0.808626
45	16	l	1569447	1049	865	0.547171	0.672436	0.603371
46	31	S	1543507	1011	1020	0.786373	0.777471	0.781897
47	227	ar	1517290	898	989	0.746812	0.677473	0.710455
48	189	un	1508906	814	782	0.620703	0.646468	0.633324
49	222	ung▁	1499949	681	651	0.579764	0.603333	0.591314
50	212	ti	1473610	584	621	0.621943	0.585627	0.603239
51	228	te▁	1469772	1447	1535	0.687166	0.654679	0.670529
52	207	in	1451220	742	828	0.722355	0.651171	0.684919
