Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	8516134	4143	3586	0.739481	0.838996	0.786101
2	7	n	6984348	2824	2899	0.787445	0.784555	0.785997
3	192	,▁	6517693	3530	3693	0.880705	0.845161	0.862567
4	184	en▁	5137455	2013	1956	0.697723	0.717258	0.707355
5	195	.▁	4967399	2058	1945	0.933624	0.964038	0.948587
6	185	e▁	4673277	1959	1981	0.747338	0.741266	0.744289
7	187	t▁	4251209	1774	1705	0.701518	0.716269	0.708817
8	183	er	3705231	1528	1428	0.667463	0.725365	0.69521
9	15	h	3682545	1854	2441	0.770513	0.704775	0.73618
10	10	t	3571032	1470	1405	0.714879	0.751991	0.732966
11	6	e	3541039	1634	1606	0.794451	0.811674	0.80297
12	22	f	3460842	1339	1310	0.68925	0.703805	0.696451
13	25	k	3380985	1434	1581	0.757489	0.731581	0.74431
14	20	m	3365963	1363	1303	0.727581	0.757969	0.742464
15	202	der▁	3357018	1265	1333	0.689027	0.682954	0.685977
16	18	g	3269446	1703	1717	0.79181	0.779563	0.785639
17	208	die▁	3145697	1224	1185	0.691687	0.734243	0.71233
18	17	o	3087570	1458	1475	0.804124	0.800039	0.802077
19	197	st	3070521	1201	1102	0.682303	0.747764	0.713535
20	12	a	3008378	1917	1896	0.810045	0.826821	0.818347
21	14	u	2995814	1326	1366	0.771415	0.755097	0.763169
22	210	und▁	2937689	1031	991	0.860606	0.895619	0.877763
23	11	s	2851218	1418	1385	0.751444	0.761857	0.756615
24	21	b	2710978	998	984	0.703851	0.719546	0.711612
25	190	er▁	2425080	1388	1404	0.755593	0.743527	0.749512
26	29	p	2409799	922	990	0.740787	0.693439	0.716332
27	186	ch	2361562	792	790	0.691913	0.692158	0.692035
28	191	s▁	2170884	979	987	0.697723	0.699905	0.698812
29	193	en	2115307	930	891	0.703457	0.720685	0.711966
30	201	sch	2072583	878	842	0.665294	0.698323	0.681409
31	8	i	2068127	1071	1059	0.826184	0.827365	0.826774
32	32	ä	2039552	809	844	0.720148	0.680748	0.699894
33	213	den▁	1984685	890	883	0.597496	0.628878	0.612786
34	23	w	1935854	1194	1249	0.733232	0.71633	0.724683
35	214	ge	1886852	830	850	0.605381	0.587282	0.596194
36	225	in▁	1738131	927	838	0.648201	0.715363	0.680128
37	26	z	1735275	795	813	0.747608	0.74147	0.744526
38	231	be	1670436	691	636	0.609096	0.667445	0.636937
39	220	ten▁	1658154	839	847	0.653553	0.658977	0.656253
40	199	an	1647925	865	758	0.671381	0.773785	0.718955
41	34	D	1635926	697	648	0.715237	0.776392	0.744561
42	13	d	1621103	752	727	0.775614	0.800754	0.787984
43	41	F	1582468	635	605	0.745681	0.786145	0.765379
44	37	M	1570596	980	966	0.829019	0.845735	0.837294
45	16	l	1569447	632	616	0.643429	0.660609	0.651906
46	31	S	1543507	872	856	0.827874	0.835179	0.831511
47	227	ar	1517290	660	675	0.759634	0.736085	0.747674
48	189	un	1508906	602	549	0.688744	0.759029	0.722181
49	222	ung▁	1499949	440	441	0.605337	0.605275	0.605306
50	212	ti	1473610	461	466	0.720898	0.718081	0.719487
51	228	te▁	1469772	1288	1343	0.756551	0.736099	0.746185
52	207	in	1451220	618	631	0.745459	0.72653	0.735873
53	254	re	1439630	655	652	0.704444	0.71392	0.709151
54	322	ri	1393499	640	650	0.73254	0.723585	0.728035
55	218	es▁	1360043	563	553	0.607843	0.623536	0.61559
56	262	la	1359335	548	516	0.667788	0.701961	0.684448
57	182	n▁	1354650	655	681	0.713842	0.699134	0.706412
58	40	K	1348886	668	643	0.775394	0.809231	0.791951
59	248	g▁	1304583	663	638	0.664538	0.691441	0.677723
60	298	le	1251840	655	642	0.696853	0.695069	0.69596
61	240	zu▁	1248772	661	651	0.613733	0.622798	0.618233
62	224	on	1248511	640	647	0.825147	0.827525	0.826334
63	30	ü	1233185	533	517	0.613122	0.6316	0.622224
64	244	ver	1217955	618	574	0.641537	0.697873	0.66852
65	241	gen▁	1207914	546	463	0.547464	0.623676	0.58309
66	211	al	1207048	532	519	0.782752	0.804305	0.793382
67	38	P	1196792	673	664	0.849123	0.870788	0.859819
68	282	si	1191472	395	371	0.755345	0.810345	0.781879
69	219	or	1178423	569	547	0.738647	0.787692	0.762381
70	49	T	1177741	732	674	0.77142	0.84342	0.805815
71	235	ra	1129010	432	425	0.781501	0.795845	0.788608
72	203	m▁	1122549	624	491	0.579882	0.7249	0.644332
73	249	von▁	1114880	558	539	0.585826	0.614122	0.599641
74	50	L	1082472	526	489	0.764425	0.824519	0.793335
75	209	ein	1080723	375	351	0.625	0.656709	0.640462
76	272	at	1075032	518	499	0.678379	0.713706	0.695595
77	188	ei	1072310	487	452	0.631517	0.682278	0.655917
78	43	W	1070324	570	550	0.816239	0.851935	0.833705
79	215	ie	1069461	528	508	0.676815	0.711221	0.693592
80	221	on▁	995679	306	298	0.766098	0.782443	0.774184
81	204	el	994174	396	370	0.639048	0.684959	0.661207
82	48	H	979964	452	435	0.781756	0.81484	0.797955
83	36	B	976138	519	525	0.816343	0.808753	0.81253
84	373	ts	945324	284	260	0.615033	0.672464	0.642467
85	251	eh	943069	369	358	0.62707	0.638199	0.632586
86	255	ist▁	938534	308	300	0.677778	0.699449	0.688443
