Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	54111	4760	5113	0.728005	0.68132	0.70389
2	142	,▁	47172	4092	4153	0.753098	0.751368	0.752232
3	7	n	39281	3343	3106	0.599422	0.631437	0.615013
4	134	en▁	35241	2648	2818	0.596185	0.578365	0.58714
5	146	.▁	32174	2951	3118	0.97808	0.936267	0.956717
6	135	e▁	30011	2513	2596	0.57976	0.568593	0.574122
7	137	t▁	27051	2513	2367	0.552547	0.584545	0.568096
8	10	t	26497	2148	2063	0.520211	0.544246	0.531957
9	151	der▁	25070	1840	1840	0.526455	0.533148	0.52978
10	154	die▁	24129	1718	1944	0.593306	0.513666	0.550621
11	133	er	23707	1861	1878	0.540463	0.543305	0.541881
12	11	s	21459	1993	1872	0.527766	0.581283	0.553233
13	6	e	20793	1872	1926	0.588987	0.566966	0.577767
14	25	k	20692	1701	1867	0.553369	0.527858	0.540312
15	161	und▁	20498	1347	1356	0.790415	0.787323	0.788866
16	14	h	19212	1830	1758	0.516552	0.54933	0.532437
17	18	o	18453	1908	1748	0.567072	0.626774	0.59543
18	22	f	17729	1488	1317	0.443966	0.499424	0.470065
19	21	b	17661	1507	1381	0.48532	0.530075	0.506711
20	12	a	17564	2111	2003	0.582718	0.612952	0.597453
21	15	u	17090	1674	1504	0.494988	0.560959	0.525913
22	148	sch	15595	1276	1075	0.427211	0.510277	0.465064
23	29	p	15445	1434	1351	0.47393	0.504117	0.488557
24	143	en	15137	1229	974	0.401735	0.49474	0.443413
25	8	i	14865	1425	1623	0.590224	0.523345	0.554777
26	17	g	14647	1443	1266	0.470636	0.531592	0.49926
27	141	s▁	14300	1241	1217	0.442018	0.440876	0.441446
28	149	st	14263	1014	934	0.384302	0.444272	0.412116
29	163	den▁	14007	1105	1175	0.430168	0.405764	0.41761
30	20	m	13425	1086	963	0.463549	0.527414	0.493424
31	140	er▁	13366	1619	1326	0.470182	0.583248	0.520647
32	164	ge	12554	947	978	0.373085	0.362433	0.367682
33	182	be	12024	878	803	0.350907	0.381592	0.365607
34	175	in▁	11982	1050	1227	0.59695	0.513694	0.552202
35	168	ung▁	11883	630	624	0.316697	0.310007	0.313316
36	23	w	11300	1238	1263	0.509259	0.497471	0.503296
37	132	n▁	10958	1014	905	0.422752	0.483835	0.451236
38	16	l	10681	921	760	0.348704	0.428476	0.384496
39	13	d	10678	928	877	0.424141	0.466249	0.4442
40	31	ä	10630	892	734	0.351582	0.440982	0.39124
41	42	F	10507	1033	920	0.537853	0.609825	0.571582
42	152	an	10173	708	684	0.411202	0.431269	0.420997
43	170	ten▁	9970	923	699	0.319232	0.42228	0.363596
44	32	S	9911	1017	1043	0.555159	0.541274	0.548129
45	169	es▁	9889	775	750	0.37724	0.404961	0.390609
46	26	z	9787	875	818	0.43331	0.455648	0.444198
47	136	ch	9712	805	638	0.326804	0.419926	0.367559
48	189	zu▁	9413	732	612	0.346783	0.406576	0.374307
49	212	re	9363	866	698	0.379685	0.469081	0.419675
50	215	la	9299	756	698	0.404871	0.451555	0.42694
51	191	gen▁	8795	686	462	0.242857	0.343987	0.284708
52	201	g▁	8659	759	736	0.388632	0.399649	0.394063
53	41	K	8536	790	883	0.524279	0.46733	0.494169
54	195	ver	8425	801	701	0.33581	0.383591	0.358114
55	177	te▁	8396	1227	712	0.30592	0.528889	0.387628
56	159	in	8377	634	558	0.393968	0.449823	0.420047
57	28	v	8251	579	678	0.549901	0.468972	0.506222
58	158	ein	8224	491	522	0.324242	0.308106	0.315968
59	245	le	7955	695	537	0.332496	0.428823	0.374565
60	179	ar	7800	787	736	0.46257	0.504501	0.482626
61	279	ri	7737	591	566	0.362648	0.383833	0.37294
62	38	P	7728	822	769	0.60229	0.659572	0.629631
63	171	or	7654	781	654	0.448962	0.544097	0.491972
64	200	von▁	7617	770	963	0.431026	0.389174	0.409032
65	160	ti	7389	403	424	0.355311	0.340201	0.347592
66	35	D	7304	787	749	0.540435	0.574986	0.557176
67	185	ss	7303	542	577	0.39244	0.366355	0.378949
68	9	r	7239	654	487	0.333997	0.439648	0.379609
69	37	M	7233	936	921	0.643534	0.667541	0.655318
70	184	ra	7174	498	451	0.366477	0.406926	0.385644
71	232	at	7153	525	629	0.485011	0.413911	0.446649
72	176	on	7112	621	758	0.57956	0.477119	0.523374
73	162	al	7090	545	701	0.518131	0.481468	0.499127
74	390	ig	6961	520	493	0.39752	0.434657	0.41526
75	43	W	6908	647	658	0.561913	0.561347	0.56163
76	205	für▁	6813	382	430	0.544524	0.477723	0.508941
77	314	ma	6747	634	611	0.407798	0.434442	0.420699
78	206	ist▁	6726	464	605	0.582344	0.449697	0.507496
79	51	T	6694	854	786	0.52309	0.585367	0.552479
80	52	L	6672	640	522	0.442471	0.551515	0.491012
81	156	m▁	6667	776	644	0.326026	0.404464	0.361034
82	138	ei	6634	684	548	0.321672	0.400389	0.35674
83	165	da	6619	413	314	0.260334	0.339202	0.294581
84	207	eine▁	6517	523	562	0.397436	0.366126	0.381139
85	229	sa	6462	730	452	0.296094	0.477638	0.365568
86	167	zu	6425	501	338	0.185142	0.287258	0.225163
87	34	E	6219	433	377	0.4866	0.548826	0.515843
88	431	te	6187	454	449	0.274939	0.274473	0.274706
89	30	ü	6141	536	468	0.318372	0.360846	0.338281
90	252	Be	5948	397	395	0.278829	0.282814	0.280807
91	372	kt	5913	343	446	0.48274	0.357143	0.41055
92	198	tz	5906	471	456	0.333533	0.347927	0.340578
93	399	cht	5898	359	286	0.275811	0.34802	0.307737
94	47	H	5853	581	529	0.504743	0.560398	0.531116
95	219	Ver	5808	362	275	0.277102	0.357881	0.312354
96	173	is	5804	491	482	0.470305	0.468358	0.46933
97	145	d▁	5746	649	603	0.442073	0.468119	0.454723
98	49	ß	5640	432	445	0.424281	0.424282	0.424281
99	224	das▁	5627	476	453	0.240116	0.252332	0.246073
100	263	di	5617	366	398	0.376016	0.344795	0.359729
101	157	el	5591	469	418	0.328714	0.388889	0.356279
102	222	auf▁	5557	441	376	0.278659	0.324388	0.299789
103	227	mit▁	5515	484	425	0.513824	0.593543	0.550814
104	221	des▁	5508	361	388	0.304061	0.278766	0.290865
105	225	ein▁	5500	613	507	0.360795	0.428442	0.39172
106	341	gi	5486	363	482	0.503077	0.38525	0.436349
107	230	si	5474	406	319	0.352262	0.450929	0.395535
108	36	B	5470	746	617	0.508439	0.623056	0.559942
109	223	ent	5439	420	434	0.375799	0.357909	0.366636
110	180	wi	5387	376	306	0.371144	0.462485	0.41181
111	33	A	5325	553	521	0.550331	0.59375	0.571217
112	233	gen	5322	411	362	0.324889	0.353731	0.338697
113	226	sp	5288	359	328	0.279129	0.321059	0.298629
114	193	der	5247	328	243	0.250825	0.341991	0.289398
115	55	N	5239	465	467	0.586992	0.587353	0.587173
116	44	R	5172	453	380	0.503581	0.601998	0.548409
117	426	gr	5134	294	387	0.412186	0.313937	0.356415
118	48	-	5129	951	410	0.249302	0.57254	0.347355
