Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	11679345	47066	45166	0.92427	0.962642	0.943066
2	6	e	10077501	38282	36945	0.9032	0.93589	0.919254
3	7	n	6434807	23904	22615	0.878903	0.923797	0.900791
4	8	i	5125582	18454	17655	0.878773	0.921754	0.899751
5	9	r	4548069	17145	16267	0.867775	0.921006	0.893599
6	10	t	3814964	14199	13425	0.85689	0.908695	0.882033
7	11	s	3657901	13871	12764	0.836518	0.905784	0.869774
8	12	a	3172770	13783	12729	0.849972	0.913448	0.880568
9	13	d	2868327	10394	9723	0.829986	0.892939	0.860313
10	14	u	2442783	8437	7965	0.82844	0.879384	0.853152
11	15	h	2417026	9210	8884	0.832536	0.872138	0.851877
12	16	l	2127397	7549	7046	0.811343	0.870213	0.839747
13	17	o	1774732	6637	6264	0.815863	0.873223	0.843569
14	18	g	1722356	6624	6400	0.813812	0.840834	0.827102
15	19	c	1648154	5667	5364	0.795943	0.845143	0.819806
16	20	m	1454686	5398	4778	0.760357	0.850885	0.803078
17	21	b	972106	3817	3512	0.755262	0.814684	0.783849
18	22	f	927917	3410	3254	0.732037	0.771653	0.751323
19	23	w	747668	3083	3015	0.772445	0.792292	0.782242
20	24	,	729277	3579	3663	0.868369	0.848403	0.85827
21	25	k	715058	2462	2404	0.752285	0.786519	0.769021
22	26	z	680638	2661	2476	0.717624	0.770978	0.743345
23	27	.	596357	2124	1947	0.891947	0.967577	0.928224
24	28	v	470819	2026	1981	0.736407	0.74577	0.741059
25	29	p	455987	1759	1763	0.76231	0.763762	0.763036
26	30	ü	409382	1598	1532	0.697782	0.733703	0.715292
27	31	S	382101	1739	1679	0.788719	0.807016	0.797762
28	32	ä	371175	1299	1286	0.710457	0.718913	0.71466
29	33	A	299303	1012	967	0.685411	0.720868	0.702693
30	34	D	264424	990	924	0.719511	0.771425	0.744564
31	35	E	260791	833	794	0.754765	0.786995	0.770543
32	36	B	233487	844	810	0.711804	0.74796	0.729435
33	37	M	206944	1058	1046	0.808893	0.812207	0.810546
34	38	P	200892	907	838	0.825082	0.890873	0.856716
