Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	854660	3725	4582	0.802271	0.690415	0.742152
2	172	the▁	723295	3773	4167	0.814003	0.746766	0.778936
3	175	,▁	600255	3050	2811	0.730987	0.792657	0.760574
4	179	.▁	519997	2877	2804	0.97378	0.990499	0.982068
5	165	s▁	437964	2604	2741	0.734838	0.706347	0.720311
6	17	c	434281	2388	2287	0.688341	0.722644	0.705076
7	11	n	433033	2577	2372	0.675521	0.737638	0.705214
8	10	i	420902	2031	1913	0.695198	0.729317	0.711849
9	188	of▁	379082	1703	1784	0.656721	0.637384	0.646908
10	189	and▁	358525	1320	1341	0.885384	0.867302	0.87625
11	190	to▁	338256	1777	1476	0.592833	0.712537	0.647197
12	164	e▁	337638	2081	1928	0.650239	0.696241	0.672454
13	178	re	323507	1688	1720	0.671421	0.674717	0.673065
14	192	a▁	321383	1757	1707	0.725369	0.776493	0.750061
15	19	m	304165	1764	1603	0.656541	0.719115	0.686405
16	6	e	265271	1647	1510	0.661073	0.71155	0.685383
17	7	t	250302	1388	1319	0.654247	0.687647	0.670531
18	21	f	249043	1329	1303	0.674021	0.690088	0.68196
19	198	in▁	247715	1208	1285	0.691953	0.649642	0.67013
20	15	l	247607	1358	1222	0.64452	0.709663	0.675525
21	174	y▁	238763	1290	1254	0.674479	0.699193	0.686614
22	16	d	236508	1571	1418	0.667813	0.761686	0.711667
23	169	d▁	232054	2030	1837	0.628901	0.702757	0.663781
24	171	in	220002	1006	973	0.633737	0.651704	0.642595
25	25	b	217690	1282	1200	0.669113	0.707949	0.687984
26	14	h	216865	1639	1545	0.682742	0.727123	0.704234
27	22	g	213872	1434	1365	0.675771	0.708891	0.691935
28	173	an	213067	1319	1243	0.675137	0.728973	0.701023
29	183	ar	206274	1119	997	0.595574	0.671875	0.631428
30	168	t▁	204076	1211	1060	0.570558	0.643118	0.604669
31	260	de	200609	1053	1085	0.649324	0.625077	0.63697
32	13	s	199022	1549	1276	0.623517	0.76666	0.687719
33	193	ed▁	195326	1353	1313	0.599524	0.621183	0.610161
34	9	o	193333	1123	1071	0.628041	0.667349	0.647098
35	20	p	193083	1177	992	0.582226	0.702602	0.636775
36	12	r	190677	1337	1278	0.655427	0.696677	0.675423
37	208	al▁	185453	873	790	0.659777	0.724736	0.690732
38	203	at	182760	929	823	0.629739	0.713126	0.668843
39	18	u	182568	1181	1094	0.670838	0.72402	0.696415
40	187	on▁	178925	920	791	0.560927	0.656885	0.605126
