Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	854660	5535	4009	0.647829	0.867971	0.741914
2	172	the▁	723295	3630	4026	0.849537	0.782125	0.814439
3	175	,▁	600255	3176	2793	0.733678	0.821502	0.775111
4	179	.▁	519997	2889	2856	0.978509	0.989335	0.983892
5	165	s▁	437964	3000	2614	0.706868	0.812239	0.755899
6	17	c	434281	2069	2006	0.738219	0.761456	0.749658
7	11	n	433033	2366	2108	0.704379	0.789795	0.744646
8	10	i	420902	1992	1882	0.718786	0.758518	0.738118
9	188	of▁	379082	1645	1823	0.736509	0.694682	0.714984
10	189	and▁	358525	1381	1383	0.908741	0.90294	0.905831
11	190	to▁	338256	1714	1486	0.674042	0.779936	0.723133
12	164	e▁	337638	2005	1926	0.708357	0.743904	0.725696
13	178	re	323507	1829	1782	0.721646	0.734968	0.728246
14	192	a▁	321383	1740	1852	0.808165	0.807793	0.807979
15	19	m	304165	1611	1604	0.713416	0.713186	0.713301
16	6	e	265271	1614	1517	0.70805	0.742397	0.724817
17	7	t	250302	1369	1261	0.700963	0.75582	0.727359
18	21	f	249043	1326	1272	0.688787	0.719283	0.703705
19	198	in▁	247715	1364	1300	0.72554	0.767298	0.745835
20	15	l	247607	1396	1248	0.661024	0.746378	0.701113
21	174	y▁	238763	1276	1214	0.715325	0.741571	0.728212
22	16	d	236508	1505	1410	0.732933	0.785896	0.758491
23	169	d▁	232054	1878	1794	0.696526	0.731954	0.713801
24	171	in	220002	1007	994	0.692119	0.705757	0.698872
25	25	b	217690	1170	1016	0.657628	0.76541	0.707437
26	14	h	216865	1582	1450	0.704741	0.767573	0.734816
27	22	g	213872	1272	1157	0.668626	0.730306	0.698107
28	173	an	213067	1168	1153	0.754647	0.76776	0.761147
29	183	ar	206274	1094	1048	0.692732	0.731875	0.711766
30	168	t▁	204076	1211	948	0.557837	0.715107	0.626757
31	260	de	200609	954	952	0.679697	0.695088	0.687307
32	13	s	199022	1492	1356	0.724425	0.79478	0.757973
33	193	ed▁	195326	1280	1227	0.667476	0.691142	0.679103
34	9	o	193333	1160	1105	0.710881	0.750661	0.730229
35	20	p	193083	1036	877	0.595589	0.715866	0.650212
36	12	r	190677	1344	1278	0.730518	0.767771	0.748681
37	208	al▁	185453	745	706	0.714898	0.753537	0.733709
38	203	at	182760	928	787	0.648185	0.76499	0.70176
39	18	u	182568	1224	1134	0.683545	0.736991	0.709263
40	187	on▁	178925	856	755	0.618621	0.702399	0.657853
41	197	is▁	178559	776	811	0.688558	0.667622	0.677928
42	196	es▁	174467	778	767	0.623562	0.627837	0.625692
43	27	v	167133	761	701	0.658032	0.717861	0.686646
44	170	er	163457	773	717	0.686328	0.73021	0.707589
45	284	ne	160410	865	803	0.693207	0.750726	0.720821
46	194	ing▁	157203	951	568	0.400254	0.658333	0.497834
47	212	ac	155659	869	724	0.623594	0.751453	0.681579
48	199	st	153670	908	734	0.609344	0.756494	0.674992
49	249	li	150289	746	662	0.633307	0.73013	0.678281
50	205	si	140646	662	586	0.669516	0.759259	0.711569
51	34	A	135450	832	831	0.812281	0.818154	0.815207
52	186	on	132879	620	559	0.694184	0.765784	0.728228
53	227	that▁	132281	632	714	0.621875	0.56123	0.589998
54	254	le	130306	654	628	0.646522	0.677532	0.661664
55	211	it	130209	537	527	0.699928	0.712254	0.706037
56	229	pro	126448	396	421	0.695055	0.66313	0.678717
57	182	al	126407	732	649	0.700269	0.793939	0.744168
58	24	w	126218	912	816	0.706908	0.785576	0.744169
59	416	te	124065	605	596	0.69746	0.711589	0.704454
60	240	ri	122964	706	684	0.765999	0.782824	0.77432
61	349	me	122891	574	589	0.75817	0.739423	0.748679
62	233	for▁	122078	587	472	0.587657	0.745215	0.657123
63	267	be	121921	692	674	0.680928	0.69506	0.687921
64	325	se	119984	742	670	0.643359	0.717532	0.678424
65	382	ra	119338	505	461	0.658186	0.716507	0.686109
66	200	er▁	117846	858	812	0.704802	0.748261	0.725882
67	263	tr	116668	577	535	0.588721	0.63113	0.609188
68	23	y	116069	709	676	0.7628	0.803754	0.782742
69	32	S	115858	640	650	0.835859	0.834762	0.83531
70	274	vi	114891	480	452	0.623792	0.669922	0.646035
71	245	ad	114196	682	577	0.621516	0.731842	0.672182
72	39	P	111093	504	525	0.853522	0.819919	0.836383
73	176	or	110212	703	709	0.777824	0.765189	0.771455
74	29	k	109926	751	657	0.674282	0.764388	0.716513
75	226	as	109878	610	561	0.639205	0.722339	0.678234
76	181	en	109853	538	499	0.685381	0.749618	0.716062
77	221	ur	109546	570	519	0.689129	0.758389	0.722102
78	250	su	109424	411	405	0.655466	0.663957	0.659684
79	247	un	107519	584	574	0.666667	0.702062	0.683907
80	33	C	106974	465	521	0.84026	0.788714	0.813671
81	243	ation▁	103941	319	351	0.690149	0.622699	0.654691
82	166	th	103629	606	553	0.695597	0.767562	0.72981
83	213	an▁	103475	641	668	0.767225	0.735409	0.75098
84	167	n▁	102636	813	730	0.668762	0.745685	0.705132
85	257	di	101488	487	478	0.708333	0.716164	0.712227
86	195	ro	101152	575	558	0.656754	0.682952	0.669597
87	8	a	100691	575	598	0.70526	0.680858	0.692844
88	191	g▁	100666	771	585	0.521443	0.685861	0.592456
89	35	-	98231	643	422	0.422532	0.634538	0.507275
90	244	am	97852	480	407	0.65	0.778222	0.708355
91	37	M	96950	609	602	0.855533	0.859456	0.85749
92	277	ul	96254	465	439	0.678085	0.710723	0.694021
93	214	is	96169	550	555	0.696058	0.698954	0.697503
94	224	ly▁	94402	487	479	0.651207	0.661011	0.656072
95	281	pl	93209	440	443	0.673093	0.663342	0.668182
96	252	are▁	92164	413	401	0.592189	0.607735	0.599861
97	177	ti	92106	457	450	0.729871	0.7343	0.732079
98	285	ci	90335	370	447	0.7714	0.63644	0.697451
99	297	the	90327	544	502	0.623142	0.670265	0.645845
100	180	o▁	88820	605	582	0.716921	0.747544	0.731912
101	201	ic	88164	486	431	0.722859	0.816494	0.766829
102	216	il	88018	580	538	0.757453	0.81772	0.786433
103	324	lo	87862	461	403	0.64257	0.72973	0.683382
104	217	as▁	84927	386	338	0.659722	0.740646	0.697846
105	258	k▁	84244	500	468	0.683712	0.738848	0.710212
106	464	to	84234	531	434	0.598792	0.725316	0.656009
107	248	op	83743	406	411	0.769126	0.769054	0.76909
108	239	ts▁	83532	422	388	0.62283	0.675047	0.647888
109	262	with▁	83323	405	396	0.688179	0.694064	0.691109
110	412	ut	82795	445	428	0.723514	0.739261	0.731303
111	276	ch	82791	561	489	0.680252	0.785177	0.728958
112	215	el	82440	428	415	0.731211	0.757493	0.74412
113	410	co	82185	530	473	0.653125	0.736955	0.692512
114	264	The▁	81527	577	613	0.807692	0.760176	0.783214
115	265	be▁	81234	339	291	0.562236	0.658025	0.606371
116	398	mo	79844	371	385	0.744313	0.710452	0.726988
117	202	l▁	79195	429	363	0.611825	0.718289	0.660796
118	206	at▁	77862	500	452	0.527407	0.602679	0.562536
119	36	E	77479	254	282	0.813768	0.739087	0.774632
120	228	en▁	77261	551	528	0.684364	0.706738	0.695371
121	241	con	77199	307	290	0.617886	0.65796	0.637294
122	403	we	76860	557	528	0.679825	0.723608	0.701033
123	474	so	76298	425	370	0.696581	0.802632	0.745856
124	469	fi	75062	382	370	0.70133	0.729229	0.715007
125	268	no	74772	473	442	0.756994	0.804714	0.780125
126	232	wh	73474	537	527	0.675141	0.694383	0.684627
127	269	it▁	73394	448	384	0.564725	0.663012	0.609934
128	236	us	73377	354	337	0.72359	0.760986	0.741817
129	41	B	73114	500	513	0.840152	0.814611	0.827184
130	319	ent	72454	248	231	0.601164	0.647013	0.623246
131	275	I▁	71787	211	220	0.967949	0.930408	0.948807
132	42	1	71610	455	453	0.954635	0.960579	0.957598
133	266	ex	70692	294	338	0.667857	0.616221	0.641001
134	374	hi	70524	629	593	0.693899	0.737517	0.715043
135	234	em	70205	272	273	0.67139	0.664032	0.667691
136	235	ol	69132	468	427	0.705811	0.772846	0.737809
137	222	ent▁	68414	263	224	0.622363	0.717073	0.66637
138	31	I	67986	243	242	0.83105	0.834869	0.832955
139	273	pe	67776	402	372	0.637387	0.685507	0.660572
140	332	w▁	67641	384	360	0.725138	0.782675	0.752809
141	207	or▁	67197	296	282	0.735075	0.773256	0.753682
142	283	this▁	66952	208	216	0.618928	0.590476	0.604367
143	397	ni	66411	291	253	0.639405	0.737069	0.684772
144	341	gr	66107	317	307	0.673611	0.679138	0.676363
145	251	ag	65147	316	325	0.696246	0.687075	0.69163
146	209	ec	64885	269	267	0.722	0.725569	0.72378
147	30	T	64036	338	356	0.860836	0.812112	0.835764
148	291	sh	63618	420	370	0.643663	0.734139	0.68593
149	256	ha	63000	522	505	0.669058	0.682003	0.675469
150	288	qu	62818	1590	189	0.114996	0.679348	0.196696
151	278	res	62230	249	266	0.69774	0.657371	0.676954
152	46	j	62161	329	276	0.594227	0.712355	0.647951
153	295	im	61982	241	246	0.774074	0.760965	0.767464
154	47	R	61775	362	374	0.86	0.828708	0.844064
155	289	ay▁	61736	431	400	0.724065	0.788426	0.754876
156	48	F	61343	428	449	0.826975	0.785838	0.805882
157	292	not▁	61185	254	344	0.852697	0.632095	0.726008
158	293	by▁	60770	270	268	0.663386	0.670748	0.667047
159	451	ai	60651	550	516	0.740665	0.784261	0.76184
160	310	ot	60354	1634	221	0.158545	0.862795	0.267867
161	49	D	59525	428	400	0.801224	0.855224	0.827344
162	287	ap	59324	1164	318	0.212411	0.763552	0.332363
163	381	gi	59025	267	236	0.608696	0.692825	0.648041
164	348	ev	58943	317	328	0.693878	0.684504	0.689159
165	231	r▁	58745	360	362	0.745357	0.74359	0.744472
166	204	om	58029	260	256	0.761224	0.780591	0.770786
167	411	et	57899	334	275	0.615132	0.759036	0.679549
168	301	ff	57826	287	229	0.659314	0.833333	0.73618
169	352	cl	57703	284	322	0.708812	0.618289	0.660463
170	246	ab	57658	268	263	0.554475	0.563745	0.559071
171	298	have▁	57437	278	283	0.594961	0.593511	0.594235
172	50	U	57286	204	215	0.84153	0.82973	0.835588
173	184	ou	57151	325	310	0.6661	0.700717	0.68297
174	300	we▁	57066	119	128	0.893939	0.831731	0.861714
175	51	H	56880	380	396	0.852827	0.820585	0.836395
