Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	105248866	61037	60452	0.94711	0.951337	0.949219
2	6	e	90938739	50643	49827	0.919545	0.931102	0.925287
3	7	n	58145002	30795	30586	0.900508	0.90676	0.903623
4	8	i	46254031	24393	24521	0.907819	0.899682	0.903732
5	9	r	41077771	23127	22978	0.90305	0.904891	0.903969
6	10	t	34402108	18909	18890	0.887283	0.89025	0.888764
7	11	s	33096664	18090	17742	0.862669	0.882775	0.872606
8	12	a	28544635	17275	16838	0.864867	0.894163	0.879271
9	13	d	25870566	13839	13652	0.87068	0.878239	0.874443
10	14	u	22117989	11522	11377	0.854033	0.8707	0.862286
11	15	h	21764429	12342	12004	0.850982	0.875478	0.863056
12	16	l	19161479	10423	10087	0.832288	0.866651	0.849122
13	17	o	15960817	8371	8216	0.832694	0.847775	0.840167
14	18	g	15575809	8427	8313	0.81732	0.832312	0.824748
15	19	c	14851373	7924	7799	0.831081	0.850865	0.840857
16	20	m	13118529	7209	6813	0.778301	0.830114	0.803373
17	21	b	8767214	4996	4813	0.772074	0.795239	0.783485
18	22	f	8379316	4427	4337	0.760548	0.777909	0.76913
19	23	w	6732781	4013	4019	0.799203	0.794106	0.796646
20	24	,	6562730	4144	4380	0.872942	0.824296	0.847922
21	25	k	6449051	3336	3377	0.789943	0.778284	0.78407
22	26	z	6163310	3513	3398	0.749102	0.776792	0.762696
23	27	.	5383490	3047	2866	0.922067	0.982586	0.951365
24	28	v	4239442	2469	2421	0.724751	0.730255	0.727493
25	29	p	4120765	2103	2130	0.773947	0.766722	0.770318
26	30	ü	3699793	1966	2089	0.744243	0.695328	0.718955
27	31	S	3452359	2020	2061	0.79049	0.77557	0.782959
28	32	ä	3345237	1729	1686	0.70844	0.731761	0.719912
29	33	A	2704158	1476	1406	0.719071	0.749687	0.73406
30	34	D	2386120	1625	1596	0.806137	0.820839	0.813422
31	35	E	2383993	1105	1132	0.77565	0.748574	0.761871
32	36	B	2111252	1248	1174	0.719874	0.772955	0.745471
33	37	M	1878638	1450	1456	0.828743	0.821991	0.825353
34	38	P	1818061	1036	1042	0.82	0.817231	0.818613
35	39	I	1683480	630	635	0.777322	0.767622	0.772442
36	40	K	1587361	817	804	0.736622	0.754762	0.745582
37	41	F	1582468	1033	944	0.765436	0.839685	0.800843
38	42	ö	1554993	833	809	0.694209	0.721816	0.707743
39	43	W	1520341	862	884	0.820793	0.800715	0.81063
40	44	G	1472104	944	899	0.729589	0.764692	0.746728
41	45	R	1412705	777	828	0.788178	0.739536	0.763083
42	46	-	1404348	1209	774	0.490803	0.758866	0.596083
43	47	V	1374552	705	646	0.655408	0.71283	0.682914
44	48	H	1272348	625	617	0.798052	0.820866	0.809299
45	49	T	1177741	854	791	0.752696	0.817972	0.783978
46	50	L	1082472	640	593	0.662872	0.718012	0.689341
47	51	U	1020000	545	569	0.807392	0.778292	0.792575
48	52	0	1017596	637	648	0.988571	0.975047	0.981763
49	53	ß	1014570	502	473	0.631481	0.666279	0.648414
50	54	N	852232	465	467	0.786992	0.783172	0.785077
51	55	Z	821400	417	421	0.669333	0.669729	0.669531
