Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	105248866	47066	44912	0.923277	0.965318	0.94383
2	6	e	90938739	38282	36512	0.900586	0.943439	0.921515
3	7	n	58145002	23904	22596	0.883235	0.927189	0.904678
4	8	i	46254031	18454	17621	0.88136	0.923166	0.901779
5	9	r	41077771	17145	16119	0.868871	0.926946	0.896969
6	10	t	34402108	14199	13424	0.864122	0.910315	0.886618
7	11	s	33096664	13871	12829	0.843488	0.907846	0.874485
8	12	a	28544635	13783	12739	0.856647	0.916721	0.885667
9	13	d	25870566	10394	9643	0.83021	0.899169	0.863315
10	14	u	22117989	8437	8040	0.828066	0.872884	0.849885
11	15	h	21764429	9210	8844	0.839336	0.876619	0.857572
12	16	l	19161479	7549	7112	0.813444	0.865887	0.838846
13	17	o	15960817	6637	6181	0.817524	0.880633	0.847906
14	18	g	15575809	6624	6306	0.811641	0.850467	0.8306
15	19	c	14851373	5667	5396	0.808577	0.845168	0.826467
16	20	m	13118529	5398	4853	0.770351	0.849565	0.808021
17	21	b	8767214	3817	3367	0.739732	0.821343	0.778404
18	22	f	8379316	3410	3255	0.736521	0.774397	0.754984
19	23	w	6732781	3083	2949	0.767096	0.803647	0.784946
20	24	,	6562730	3579	3708	0.866514	0.840719	0.853422
21	25	k	6449051	2462	2398	0.76105	0.784922	0.772802
22	26	z	6163310	2661	2475	0.71775	0.767729	0.741898
23	27	.	5383490	2124	1872	0.878442	0.976533	0.924894
24	28	v	4239442	2026	1911	0.737683	0.773762	0.755292
25	29	p	4120765	1759	1794	0.771838	0.760372	0.766062
26	30	ü	3699793	1598	1481	0.687909	0.73629	0.711277
27	31	S	3452359	1739	1723	0.806609	0.811821	0.809207
28	32	ä	3345237	1299	1275	0.707429	0.712477	0.709944
29	33	A	2704158	1012	963	0.683378	0.725473	0.703797
30	34	D	2386120	990	897	0.725585	0.803135	0.762393
31	35	E	2383993	833	778	0.753421	0.797999	0.77507
32	36	B	2111252	844	808	0.711024	0.743837	0.727061
33	37	M	1878638	1058	1052	0.811047	0.817468	0.814244
34	38	P	1818061	907	863	0.830443	0.877501	0.853324
35	39	I	1683480	465	472	0.808289	0.788194	0.798115
36	40	K	1587361	688	692	0.764808	0.761364	0.763082
37	41	F	1582468	635	595	0.730006	0.781145	0.75471
38	42	ö	1554993	621	570	0.618313	0.684575	0.649759
39	43	W	1520341	697	642	0.779307	0.846166	0.811362
40	44	G	1472104	609	591	0.736622	0.760417	0.74833
41	45	R	1412705	623	647	0.81732	0.784854	0.800758
42	46	-	1404348	641	586	0.580481	0.623664	0.601298
43	47	V	1374552	506	452	0.63751	0.710256	0.67192
44	48	H	1272348	488	509	0.791165	0.754468	0.772381
45	49	T	1177741	732	659	0.754496	0.835206	0.792802
46	50	L	1082472	526	469	0.739686	0.82801	0.78136
47	51	U	1020000	383	373	0.772516	0.777778	0.775138
48	52	0	1017596	422	430	0.958874	0.954348	0.956606
49	53	ß	1014570	317	312	0.576414	0.584249	0.580305
50	54	N	852232	500	480	0.773815	0.806692	0.789912
51	55	Z	821400	265	268	0.588698	0.583686	0.586182
52	56	y	736382	515	540	0.900124	0.849141	0.87389
53	57	1	645818	314	311	0.945565	0.962432	0.953924
54	58	C	637475	405	386	0.782091	0.809448	0.795534
55	59	j	592959	255	249	0.683857	0.703788	0.693679
