Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	1677240	2651	3298	0.854321	0.716643	0.779449
2	133	the▁	1440771	2161	2743	0.878461	0.695045	0.776063
3	136	,▁	1193305	2017	2176	0.809155	0.746156	0.77638
4	139	.▁	1042173	1957	1931	0.965719	0.961334	0.963521
5	126	s▁	879255	1722	1874	0.799021	0.734741	0.765534
6	17	c	800240	1230	1318	0.744937	0.697383	0.720376
7	10	i	767040	1372	1386	0.76503	0.781562	0.773208
8	149	of▁	756814	1054	1261	0.7277	0.622828	0.671192
9	11	n	724201	1565	1466	0.711635	0.745205	0.728033
10	150	and▁	703719	961	1034	0.911045	0.846202	0.877427
11	151	to▁	673353	1295	1156	0.683117	0.769534	0.723755
12	153	a▁	617364	1369	1315	0.804957	0.841656	0.822898
13	125	e▁	582227	1572	1560	0.755761	0.767697	0.761682
14	140	re	568669	1012	1023	0.728616	0.724204	0.726403
15	19	m	538847	1167	1166	0.752832	0.747927	0.750371
16	6	e	534039	1181	1053	0.690024	0.772106	0.728761
17	7	t	507668	1027	966	0.712494	0.756327	0.733757
18	21	f	496795	929	918	0.71001	0.71801	0.713987
19	159	in▁	494101	939	1014	0.728465	0.689166	0.708271
20	135	y▁	453340	992	931	0.737938	0.79182	0.76393
21	130	d▁	442576	1524	1522	0.732651	0.737977	0.735304
22	22	g	430353	981	880	0.676537	0.739695	0.706708
23	14	h	430200	1237	1201	0.760279	0.782844	0.771397
24	132	in	422496	703	720	0.699762	0.688542	0.694107
25	129	t▁	420740	968	750	0.560537	0.731628	0.634756
26	134	an	406598	793	882	0.825067	0.741396	0.780997
27	13	s	403068	1103	1016	0.738708	0.804876	0.770374
28	154	ed▁	392923	997	1022	0.704561	0.688799	0.696591
29	12	r	384256	904	935	0.715132	0.687006	0.700787
30	157	es▁	377008	576	546	0.657427	0.698168	0.677185
31	16	d	356585	715	666	0.657766	0.706529	0.681276
32	220	de	356303	707	718	0.706832	0.71207	0.709441
33	158	is▁	355169	408	502	0.71558	0.5886	0.645909
34	148	on▁	346431	714	683	0.652185	0.676032	0.663895
35	131	er	331069	537	510	0.709653	0.744804	0.726804
36	169	al▁	316605	459	462	0.712846	0.709476	0.711157
37	25	b	316180	602	557	0.651494	0.716815	0.682595
38	20	p	313089	565	513	0.629832	0.686863	0.657112
39	161	st	309895	578	525	0.645712	0.711073	0.676818
40	155	ing▁	301749	722	442	0.388158	0.63926	0.483024
41	18	u	300770	812	731	0.688628	0.774462	0.729027
42	9	o	292793	609	543	0.620654	0.724134	0.668412
43	163	at	292125	629	645	0.733016	0.721291	0.727106
44	245	ne	285802	502	499	0.71142	0.71365	0.712533
45	27	v	279800	508	531	0.715823	0.678648	0.69674
46	144	ar	278898	539	508	0.689011	0.745656	0.716215
47	34	A	271547	520	517	0.798256	0.80303	0.800636
48	213	li	269766	512	455	0.665291	0.752866	0.706374
49	188	that▁	260562	457	659	0.686047	0.467176	0.555842
50	377	te	260023	428	464	0.715556	0.657083	0.685074
51	190	pro	256941	238	285	0.734091	0.607731	0.664961
52	201	ri	253643	581	561	0.716563	0.734752	0.725543
53	24	w	251792	665	571	0.672696	0.777548	0.721332
54	166	si	251413	361	343	0.668852	0.699214	0.683696
55	487	la	250048	479	473	0.768585	0.782922	0.775687
56	173	it	249663	318	341	0.727053	0.672945	0.698954
57	306	me	249028	390	422	0.700573	0.659361	0.679342
58	172	ac	248961	491	454	0.657631	0.713946	0.684632
59	143	al	246814	471	463	0.741543	0.760705	0.751002
60	229	le	246766	522	520	0.718936	0.723664	0.721292
61	345	ra	245206	431	422	0.720091	0.73615	0.728032
62	193	for▁	244905	378	405	0.654971	0.614435	0.634056
63	23	y	237262	586	564	0.775914	0.805316	0.790342
