Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	1677240	5327	3703	0.637712	0.87913	0.739209
2	133	the▁	1440771	3630	4004	0.855628	0.784167	0.81834
3	136	,▁	1193305	3176	2827	0.746192	0.835948	0.788524
4	139	.▁	1042173	2889	2963	0.991616	0.977695	0.984606
5	126	s▁	879255	3019	2681	0.720286	0.812004	0.7634
6	17	c	800240	1987	1871	0.724388	0.770603	0.746781
7	10	i	767040	1863	1783	0.743094	0.773444	0.757965
8	149	of▁	756814	1645	1733	0.724612	0.695789	0.709908
9	11	n	724201	2097	1925	0.709505	0.782042	0.74401
10	150	and▁	703719	1332	1352	0.919748	0.906534	0.913093
11	151	to▁	673353	1714	1510	0.702598	0.796513	0.746614
12	153	a▁	617364	1701	1666	0.809293	0.831537	0.820264
13	125	e▁	582227	1772	1721	0.717371	0.746373	0.731585
14	140	re	568669	1591	1499	0.709701	0.753647	0.731014
15	19	m	538847	1525	1506	0.720263	0.726298	0.723268
16	6	e	534039	1614	1536	0.720721	0.750651	0.735381
17	7	t	507668	1399	1329	0.720288	0.750849	0.735251
18	21	f	496795	1326	1306	0.720721	0.733664	0.727135
19	159	in▁	494101	1364	1352	0.744619	0.757409	0.75096
20	135	y▁	453340	1153	1131	0.731488	0.738809	0.73513
21	130	d▁	442576	1862	1787	0.718166	0.747673	0.732623
22	22	g	430353	1278	1161	0.679694	0.741984	0.709475
23	14	h	430200	1570	1459	0.724128	0.780382	0.751204
24	132	in	422496	964	1026	0.721614	0.694389	0.70774
25	129	t▁	420740	1241	962	0.577884	0.733374	0.64641
26	134	an	406598	1123	1160	0.783389	0.756839	0.769885
27	13	s	403068	1508	1370	0.742872	0.809272	0.774652
28	154	ed▁	392923	1285	1284	0.693613	0.69252	0.693066
29	12	r	384256	1326	1309	0.744211	0.749589	0.74689
30	157	es▁	377008	782	811	0.672188	0.640124	0.655765
31	16	d	356585	1137	1042	0.689639	0.75561	0.721119
32	220	de	356303	864	872	0.685286	0.688766	0.687022
33	158	is▁	355169	774	798	0.683406	0.671958	0.677634
34	148	on▁	346431	842	754	0.646997	0.734992	0.688193
35	131	er	331069	787	733	0.687371	0.737398	0.711507
36	169	al▁	316605	687	659	0.712435	0.741244	0.726554
37	25	b	316180	863	792	0.659564	0.726994	0.69164
38	20	p	313089	924	781	0.637164	0.752953	0.690236
39	161	st	309895	939	808	0.635266	0.743414	0.685098
40	155	ing▁	301749	920	586	0.420593	0.652805	0.511582
41	18	u	300770	1048	1013	0.702959	0.72955	0.716008
42	9	o	292793	899	900	0.734576	0.743659	0.73909
43	163	at	292125	788	689	0.659343	0.754386	0.70367
44	245	ne	285802	785	754	0.720438	0.749545	0.734704
45	27	v	279800	689	678	0.677136	0.694493	0.685705
46	144	ar	278898	869	839	0.709139	0.739808	0.724149
47	34	A	271547	832	837	0.824687	0.821076	0.822878
48	213	li	269766	706	630	0.661716	0.748765	0.702555
49	188	that▁	260562	632	682	0.620387	0.576599	0.597692
50	377	te	260023	630	655	0.722736	0.699547	0.710952
51	190	pro	256941	396	419	0.703297	0.677224	0.690014
52	201	ri	253643	733	697	0.763059	0.803491	0.782753
53	24	w	251792	911	811	0.713988	0.798742	0.753991
54	166	si	251413	610	525	0.677026	0.781971	0.725724
55	487	la	250048	656	608	0.693548	0.745747	0.718701
56	173	it	249663	513	507	0.704074	0.704613	0.704343
57	306	me	249028	587	601	0.787588	0.778097	0.782814
58	172	ac	248961	686	567	0.615449	0.751833	0.676839
59	143	al	246814	686	634	0.721847	0.783607	0.75146
60	229	le	246766	631	583	0.664858	0.719298	0.691008
61	345	ra	245206	513	500	0.677197	0.698864	0.68786
62	193	for▁	244905	587	490	0.626504	0.757164	0.685665
63	23	y	237262	724	684	0.774345	0.818999	0.796046
64	236	vi	232515	482	425	0.618876	0.709355	0.661034
65	32	S	232007	640	661	0.842172	0.823935	0.832953
66	15	l	229413	704	620	0.629266	0.723898	0.673273
67	29	k	223045	754	688	0.708563	0.764055	0.735263
68	142	en	218422	539	502	0.69556	0.751674	0.722529
69	33	C	214555	465	521	0.859572	0.783412	0.819727
70	208	un	213247	581	517	0.665	0.740981	0.700938
71	137	or	211905	699	692	0.77858	0.780495	0.779536
72	187	as	211815	583	529	0.640481	0.712154	0.674419
73	152	g▁	211447	793	617	0.548741	0.716479	0.621491
74	215	di	208005	490	474	0.714882	0.738431	0.726466
75	228	be	207622	602	563	0.682252	0.73064	0.705617
76	127	th	205162	606	608	0.738679	0.750474	0.74453
77	174	an▁	203190	633	657	0.780346	0.750153	0.764952
78	128	n▁	202462	786	696	0.673864	0.757293	0.713147
79	160	er▁	202387	811	750	0.707652	0.772482	0.738648
80	285	se	202160	648	601	0.655121	0.707061	0.680101
81	147	on	200532	520	447	0.672593	0.786484	0.725094
82	156	ro	199910	584	607	0.687749	0.675362	0.681499
83	182	ur	196006	513	486	0.712481	0.748252	0.729928
84	37	M	195793	609	624	0.876113	0.844052	0.859784
85	35	-	195446	643	427	0.468491	0.690058	0.558088
86	175	is	190365	509	499	0.706481	0.719818	0.713087
87	198	pl	185307	456	474	0.721805	0.691165	0.706152
88	206	ad	184841	522	451	0.618326	0.71358	0.662547
89	211	are▁	183406	410	398	0.59913	0.611423	0.605214
90	164	l▁	183060	460	397	0.661824	0.759764	0.70742
91	204	ation▁	182662	273	311	0.698568	0.619792	0.656826
92	209	su	179473	364	347	0.678679	0.706656	0.692385
93	246	ci	178228	351	440	0.767725	0.605528	0.677048
94	205	am	177236	429	362	0.679135	0.806043	0.737167
95	239	ul	176302	436	416	0.722927	0.742074	0.732375
96	177	il	176123	582	586	0.786869	0.805916	0.796279
97	286	lo	175980	462	422	0.66867	0.735268	0.700389
98	8	a	175373	504	533	0.726218	0.684563	0.704775
99	429	to	172259	542	430	0.602431	0.760363	0.672245
100	200	ts▁	169367	419	429	0.68154	0.671466	0.676465
101	217	k▁	168538	500	469	0.704167	0.75319	0.727854
102	162	ic	167833	446	414	0.771089	0.830667	0.79977
103	223	with▁	167759	405	410	0.699049	0.686327	0.69263
104	178	as▁	167372	380	322	0.621717	0.727218	0.670342
105	238	ch	167132	560	506	0.698539	0.788764	0.740915
106	225	tr	166917	447	417	0.628923	0.674242	0.650795
107	224	op	166629	406	442	0.8051	0.762402	0.78317
108	359	mo	163490	384	402	0.742337	0.706865	0.724167
109	226	The▁	162404	577	599	0.788462	0.760011	0.773975
110	138	ti	161328	380	361	0.727405	0.761179	0.743909
111	227	be▁	160634	339	280	0.584388	0.708809	0.640613
112	185	ly▁	159340	419	399	0.65368	0.686433	0.669656
113	36	E	157301	254	279	0.830435	0.764228	0.795957
114	371	co	156513	483	475	0.7125	0.723634	0.718024
115	167	at▁	153856	496	431	0.550075	0.642182	0.592571
116	189	en▁	153267	551	550	0.707388	0.709979	0.708681
117	438	so	152612	425	393	0.728632	0.791667	0.758843
118	424	fi	151083	382	340	0.70133	0.794872	0.745177
