Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	927611	4079	3448	0.721532	0.840208	0.776361
2	7	n	743395	2744	3515	0.775851	0.750185	0.762802
3	184	,▁	724213	3530	3616	0.875059	0.850564	0.862638
4	176	en▁	558837	2031	1907	0.669926	0.708493	0.68867
5	187	.▁	550458	2058	1889	0.918526	0.977887	0.947277
6	177	e▁	520960	2024	2096	0.752978	0.741889	0.747392
7	179	t▁	471463	1768	1684	0.678607	0.707929	0.692958
8	175	er	410758	1530	1470	0.673039	0.712089	0.692014
9	15	h	400711	1846	2119	0.760829	0.696973	0.727503
10	22	f	380928	1339	1284	0.676498	0.699333	0.687726
11	6	e	379777	1576	1532	0.774164	0.800509	0.787116
12	25	k	376084	1434	1455	0.751678	0.740173	0.745881
13	20	m	373988	1363	1293	0.715412	0.749351	0.731988
14	194	der▁	371361	1265	1201	0.667181	0.695244	0.680923
15	10	t	368697	1433	1345	0.68928	0.734433	0.711141
16	17	o	359906	1498	1505	0.788417	0.800401	0.794364
17	12	a	355759	1965	1924	0.780435	0.801147	0.790656
18	200	die▁	348747	1224	1220	0.68793	0.703652	0.695702
19	189	st	340323	1201	1083	0.674475	0.747991	0.709333
20	14	u	335162	1339	1360	0.756806	0.75341	0.755105
21	203	und▁	327376	1048	1002	0.852969	0.892357	0.872218
22	21	b	301482	998	1017	0.692231	0.691807	0.692019
23	18	g	283874	1473	1399	0.747291	0.782665	0.764569
24	16	l	283642	989	993	0.676898	0.665025	0.670909
25	182	er▁	273953	1434	1409	0.745137	0.754917	0.749995
26	29	p	268219	922	987	0.733045	0.696078	0.714083
27	183	s▁	247754	988	936	0.650417	0.694993	0.671967
28	178	ch	238632	736	720	0.652244	0.662733	0.657447
29	8	i	235138	1162	1128	0.773099	0.791235	0.782062
30	193	sch	229709	876	859	0.665268	0.681521	0.673296
31	32	ä	226075	809	873	0.702823	0.639791	0.669828
32	185	en	225678	882	858	0.673085	0.692861	0.68283
33	205	den▁	218937	890	763	0.544967	0.645546	0.591008
34	23	w	217213	1194	1209	0.713701	0.702245	0.707926
35	206	ge	209010	831	855	0.586447	0.567962	0.577057
36	217	in▁	208961	1033	938	0.663477	0.713896	0.687764
37	26	z	196615	823	842	0.708489	0.695884	0.70213
38	223	be	185062	691	620	0.593552	0.661239	0.62557
39	199	in	183021	830	878	0.77361	0.729652	0.750988
40	212	ten▁	181461	827	827	0.627321	0.6396	0.633401
41	13	d	180858	752	736	0.744912	0.757272	0.751041
42	34	D	180427	697	628	0.702	0.773855	0.736178
43	191	an	177953	814	788	0.699509	0.73858	0.718514
44	11	s	177790	641	679	0.715891	0.68977	0.702588
45	40	F	175686	635	586	0.736884	0.794715	0.764708
46	31	S	171089	872	835	0.816139	0.834786	0.825357
47	181	un	169451	608	561	0.679174	0.743194	0.709743
48	214	ung▁	166435	446	452	0.587488	0.584757	0.586119
49	174	n▁	162895	734	780	0.690878	0.654858	0.672386
50	204	ti	161706	461	436	0.67311	0.724977	0.698081
51	219	ar	157804	600	604	0.71646	0.716081	0.71627
52	245	re	155176	631	599	0.666995	0.711157	0.688368
53	254	la	152989	564	520	0.653874	0.702422	0.677279
54	210	es▁	149068	559	536	0.563596	0.590871	0.576912
55	312	ri	148368	609	595	0.696488	0.706146	0.701283
56	41	K	147896	668	647	0.748242	0.780895	0.76422
57	239	g▁	147473	678	665	0.66607	0.675246	0.670627
58	30	ü	143220	542	525	0.607515	0.61595	0.611703
59	374	se	139532	776	750	0.723629	0.740587	0.73201
60	232	zu▁	138376	661	618	0.568827	0.628288	0.597081
61	216	on	137955	640	688	0.823183	0.804643	0.813807
62	220	te▁	136497	1191	1188	0.733677	0.742746	0.738184
63	233	gen▁	135417	553	461	0.529032	0.62963	0.574964
64	236	ver	135125	618	605	0.625162	0.654718	0.639599
65	38	P	132615	673	664	0.831579	0.854545	0.842906
66	202	al	132081	532	521	0.762209	0.784699	0.773291
67	291	le	131184	632	620	0.647436	0.659491	0.653408
68	49	T	129736	732	730	0.782589	0.823739	0.802637
69	211	or	129672	569	554	0.732989	0.765877	0.749072
70	195	m▁	124593	625	482	0.558399	0.706924	0.623945
71	242	von▁	123392	558	534	0.564459	0.58963	0.57677
72	37	M	122584	706	701	0.823503	0.824697	0.824099
73	180	ei	121174	441	425	0.623724	0.652629	0.63785
74	207	ie	119458	537	539	0.66321	0.670597	0.666884
75	50	L	119455	526	487	0.739761	0.818008	0.776919
76	43	W	118720	570	541	0.776709	0.816592	0.796152
77	201	ein	117825	357	358	0.612354	0.613441	0.612897
78	264	at	116908	500	478	0.649092	0.701766	0.674402
79	228	ss	115524	389	341	0.602985	0.705747	0.650332
80	48	H	109868	452	447	0.755115	0.762457	0.758768
81	273	si	108983	382	356	0.739678	0.78967	0.763857
82	36	B	108071	519	490	0.779531	0.829135	0.803568
83	227	ra	106209	409	383	0.708683	0.754902	0.731063
84	9	r	104935	398	359	0.624385	0.692955	0.656886
85	33	A	104012	387	399	0.787879	0.768713	0.778178
86	247	ist▁	104001	308	286	0.648538	0.697368	0.672067
87	46	-	103930	566	512	0.573804	0.632837	0.601876
88	28	v	103805	372	391	0.764862	0.724417	0.744091
89	248	für▁	102792	345	331	0.581197	0.614512	0.59739
90	35	E	101612	264	267	0.786585	0.76378	0.775015
91	19	c	101607	293	289	0.728303	0.740284	0.734245
92	364	ts	100878	279	262	0.64409	0.689755	0.666141
93	209	da	100304	325	214	0.450058	0.670813	0.538697
94	208	zu	99406	358	324	0.453312	0.501724	0.476291
95	196	el	97536	353	327	0.635549	0.686374	0.659984
96	253	mit▁	97448	361	307	0.593532	0.707459	0.645508
97	188	d▁	95914	486	487	0.705979	0.712214	0.709083
98	54	N	95092	500	498	0.798628	0.813707	0.806097
99	295	di	93544	302	320	0.673966	0.641782	0.657481
100	243	eh	92607	302	288	0.6	0.612264	0.60607
101	300	Be	92139	266	250	0.591319	0.634673	0.61223
102	250	eine▁	91298	379	389	0.667351	0.653021	0.660108
103	237	tz	91268	348	342	0.653205	0.668817	0.660919
104	422	te	89586	280	267	0.556452	0.580508	0.568226
105	262	ck	89049	324	335	0.651515	0.627517	0.639291
106	261	de▁	88562	459	469	0.641561	0.620165	0.630681
107	213	on▁	87856	293	258	0.71063	0.798283	0.751911
108	263	auf▁	87754	317	305	0.480994	0.498779	0.489725
109	286	sa	87289	636	616	0.747585	0.76685	0.757095
110	340	de	86904	285	270	0.587179	0.617486	0.601952
111	39	I	86339	190	197	0.763975	0.72093	0.741829
112	224	wi	86018	269	253	0.600402	0.641414	0.620231
113	271	das▁	85693	359	344	0.57619	0.612429	0.593757
114	215	is	85659	275	267	0.69	0.708844	0.699295
115	269	a▁	85412	291	297	0.857339	0.849249	0.853275
116	45	R	84882	374	367	0.836708	0.847701	0.842169
117	267	des▁	84705	294	262	0.559097	0.608787	0.582885
118	272	Ver	84701	235	240	0.625786	0.620155	0.622958
119	278	dies	84479	165	175	0.717532	0.677914	0.697161
120	257	ent	84169	298	307	0.696795	0.683268	0.689965
121	44	G	84102	291	284	0.777256	0.798212	0.787594
122	51	ß	82937	273	299	0.616874	0.553172	0.583289
123	435	ig	82903	342	342	0.661476	0.663783	0.662628
124	235	der	82825	282	235	0.564151	0.69261	0.621815
125	275	gen	82166	282	322	0.504522	0.529919	0.516909
126	238	ter	81300	255	226	0.559896	0.62619	0.59119
127	380	gi	80068	242	276	0.742009	0.647256	0.691401
128	246	it	80065	268	260	0.693617	0.72247	0.70775
129	492	gr	79775	230	242	0.704065	0.667435	0.685261
130	320	l▁	78634	367	337	0.629024	0.672798	0.650175
131	313	Ge	78582	318	309	0.688811	0.715758	0.702026
132	241	ab	78018	373	358	0.573737	0.596519	0.584906
133	282	ati	77825	209	227	0.746396	0.785578	0.765486
134	221	ro	77559	236	242	0.683183	0.669643	0.676345
135	231	mi	77547	397	327	0.624744	0.752688	0.682774
136	259	ge▁	77438	276	227	0.493307	0.598229	0.540725
137	324	li	76573	308	290	0.747815	0.794312	0.770363
138	289	wei	75973	310	277	0.62276	0.690196	0.654746
139	290	St	75793	343	326	0.663311	0.706999	0.684458
140	268	sp	75386	309	271	0.602406	0.684739	0.640939
141	279	ber	74549	278	235	0.584314	0.69863	0.636379
142	310	In	74157	180	183	0.696078	0.673036	0.684363
143	42	ö	73743	265	266	0.638655	0.648472	0.643526
