Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	927611	5007	4244	0.699192	0.784116	0.739223
2	7	n	743395	4291	5209	0.745578	0.734574	0.740035
3	184	,▁	724213	3761	4343	0.886872	0.771736	0.825308
4	176	en▁	558837	2679	2710	0.669355	0.659323	0.664301
5	187	.▁	550458	2901	2891	0.969566	0.977664	0.973599
6	177	e▁	520960	2645	2789	0.710568	0.681148	0.695547
7	179	t▁	471463	2505	2505	0.668117	0.677019	0.672539
8	175	er	410758	2369	2297	0.671212	0.695619	0.683198
9	15	h	400711	2384	2553	0.692461	0.670044	0.681068
10	22	f	380928	2094	1999	0.655629	0.683465	0.669258
11	6	e	379777	1908	1956	0.71047	0.702434	0.70643
12	25	k	376084	2182	2120	0.700396	0.723059	0.711547
13	20	m	373988	2115	1892	0.668083	0.738564	0.701557
14	194	der▁	371361	1827	1734	0.608516	0.64508	0.626264
15	10	t	368697	2030	1922	0.660738	0.684148	0.672239
16	17	o	359906	1774	1939	0.777736	0.716118	0.745656
17	12	a	355759	2367	2345	0.758589	0.761756	0.760169
18	200	die▁	348747	1736	1852	0.68355	0.647012	0.664779
19	189	st	340323	1641	1601	0.653886	0.677726	0.665593
20	14	u	335162	1840	1892	0.718489	0.704517	0.711434
21	203	und▁	327376	1274	1285	0.86969	0.864873	0.867274
22	21	b	301482	1623	1660	0.699455	0.682786	0.69102
23	18	g	283874	1650	1933	0.731283	0.632854	0.678518
24	16	l	283642	1708	1555	0.603853	0.679296	0.639356
25	182	er▁	273953	1872	1913	0.694436	0.677291	0.685756
26	29	p	268219	1375	1420	0.70307	0.683097	0.69294
27	183	s▁	247754	1228	1234	0.60005	0.599243	0.599646
28	178	ch	238632	1176	1168	0.634622	0.647356	0.640926
29	8	i	235138	1440	1395	0.716391	0.738357	0.727208
30	193	sch	229709	1189	1148	0.627467	0.650907	0.638972
31	32	ä	226075	1209	1252	0.617317	0.60432	0.610749
32	185	en	225678	1238	1268	0.640066	0.619125	0.629421
33	205	den▁	218937	1251	1228	0.600865	0.607032	0.603933
34	23	w	217213	1519	1541	0.646548	0.639195	0.64285
35	206	ge	209010	1283	1200	0.541667	0.570367	0.555646
36	217	in▁	208961	1170	1118	0.602134	0.63035	0.615919
37	26	z	196615	1239	1186	0.685923	0.711501	0.698478
38	223	be	185062	853	881	0.561258	0.546007	0.553527
39	199	in	183021	968	1057	0.716987	0.652446	0.683196
40	212	ten▁	181461	1174	1100	0.577519	0.619312	0.597686
41	13	d	180858	924	969	0.674619	0.630124	0.651613
42	34	D	180427	1005	931	0.653983	0.713715	0.682545
43	191	an	177953	950	923	0.618924	0.641655	0.630085
44	11	s	177790	1003	1007	0.650336	0.658547	0.654416
45	40	F	175686	997	969	0.722243	0.748411	0.735094
46	31	S	171089	1011	1007	0.761321	0.770524	0.765895
47	181	un	169451	821	788	0.615356	0.642694	0.628728
48	214	ung▁	166435	690	657	0.57805	0.602893	0.59021
49	174	n▁	162895	999	988	0.587638	0.594195	0.590898
50	204	ti	161706	592	621	0.607619	0.59081	0.599097
51	219	ar	157804	846	877	0.693726	0.669188	0.681236
52	245	re	155176	774	826	0.620846	0.599493	0.609983
53	254	la	152989	805	740	0.595996	0.643631	0.618898
54	210	es▁	149068	718	723	0.457861	0.470932	0.464304
55	312	ri	148368	711	721	0.651528	0.646385	0.648946
56	41	K	147896	870	828	0.725511	0.762805	0.743691
57	239	g▁	147473	794	800	0.576904	0.581687	0.579286
58	30	ü	143220	757	734	0.575651	0.598539	0.586872
59	374	se	139532	1040	913	0.59586	0.690849	0.639849
60	232	zu▁	138376	678	827	0.561658	0.469192	0.511278
61	216	on	137955	683	769	0.751295	0.688558	0.71856
