Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	1869068	4087	3489	0.727006	0.840922	0.779826
2	7	n	1584392	2894	2827	0.784654	0.798971	0.791748
3	193	,▁	1438900	3530	3671	0.877641	0.845959	0.861509
4	185	en▁	1119470	2021	1926	0.686276	0.710522	0.698189
5	196	.▁	1103493	2058	1983	0.939518	0.955062	0.947226
6	186	e▁	1037663	2022	2009	0.743417	0.746959	0.745184
7	188	t▁	941206	1777	1671	0.692064	0.729607	0.71034
8	184	er	825507	1530	1381	0.653381	0.739232	0.69366
9	15	h	796267	1854	1904	0.76581	0.740972	0.753186
10	10	t	767515	1445	1345	0.710784	0.76168	0.735352
11	22	f	765552	1339	1277	0.684381	0.711972	0.697904
12	6	e	757162	1560	1497	0.771733	0.801554	0.786361
13	25	k	748405	1434	1451	0.755019	0.741633	0.748266
14	20	m	744431	1363	1281	0.718351	0.766929	0.741846
15	203	der▁	736572	1265	1210	0.677521	0.704872	0.690926
16	14	u	727399	1452	1471	0.766145	0.765361	0.765753
17	18	g	724819	1703	1708	0.774933	0.77389	0.774411
18	17	o	692453	1445	1444	0.7815	0.782119	0.781809
19	209	die▁	690761	1224	1224	0.689528	0.701986	0.695701
20	198	st	679066	1201	1123	0.696968	0.743971	0.719703
21	12	a	672915	1907	1930	0.811198	0.819567	0.815361
22	211	und▁	648419	1031	1007	0.87254	0.890757	0.881555
23	21	b	602446	998	978	0.70031	0.717165	0.708637
24	16	l	598315	1055	992	0.659801	0.687357	0.673297
25	191	er▁	546679	1434	1425	0.756547	0.753057	0.754798
26	29	p	539081	923	975	0.747877	0.708085	0.727437
27	187	ch	534623	821	782	0.672302	0.70352	0.687557
28	192	s▁	496668	989	982	0.671827	0.678587	0.67519
29	8	i	459989	1110	1072	0.788472	0.814529	0.801289
30	32	ä	449109	809	983	0.735883	0.642512	0.686035
31	194	en	443129	874	864	0.705226	0.702795	0.704008
32	202	sch	440659	849	801	0.64266	0.687833	0.664479
33	214	den▁	436260	890	787	0.574355	0.634598	0.602976
34	23	w	429434	1194	1183	0.726029	0.734182	0.730083
35	215	ge	415606	831	828	0.582337	0.581358	0.581847
36	226	in▁	415330	1033	928	0.656619	0.724744	0.689002
37	26	z	392703	824	846	0.739871	0.725422	0.732575
38	232	be	368898	691	612	0.592113	0.67834	0.6323
39	208	in	364910	839	829	0.762158	0.768574	0.765353
40	200	an	363597	862	749	0.669462	0.786323	0.723202
