Rank	Gram	Name	RankF	RefF	CandF	Recall	Precision	F1
1	5	▁	1869068	4332	4529	0.818575	0.794189	0.806198
2	7	n	1584392	4029	3980	0.785728	0.786951	0.786339
3	193	,▁	1438900	4092	4348	0.884399	0.831387	0.857074
4	185	en▁	1119470	2628	2742	0.733587	0.707204	0.720154
5	196	.▁	1103493	2951	3008	0.982517	0.969974	0.976205
6	186	e▁	1037663	2576	2535	0.752363	0.761827	0.757065
7	188	t▁	941206	2565	2645	0.744196	0.72815	0.736086
8	184	er	825507	1995	1956	0.698885	0.70998	0.704389
9	15	h	796267	2251	2216	0.736904	0.758263	0.747431
10	10	t	767515	1872	1861	0.70382	0.708846	0.706324
11	22	f	765552	1930	1802	0.690127	0.737979	0.713252
12	6	e	757162	1779	1853	0.790285	0.74846	0.768804
13	25	k	748405	1846	1910	0.766395	0.741554	0.75377
14	20	m	744431	1885	1931	0.767777	0.746231	0.756851
15	203	der▁	736572	1840	1702	0.669354	0.729949	0.69834
16	14	u	727399	1965	1971	0.781801	0.781	0.7814
17	18	g	724819	1858	1986	0.786546	0.729607	0.757007
18	17	o	692453	1834	1861	0.80878	0.804302	0.806535
19	209	die▁	690761	1718	1722	0.720268	0.7221	0.721183
20	198	st	679066	1473	1440	0.704706	0.720553	0.712541
21	12	a	672915	2122	2271	0.829469	0.77296	0.800218
22	211	und▁	648419	1335	1312	0.9154	0.932513	0.923877
23	21	b	602446	1502	1571	0.750988	0.713534	0.731782
24	16	l	598315	1504	1467	0.71572	0.727017	0.721324
25	191	er▁	546679	1898	1959	0.776689	0.757877	0.767168
26	29	p	539081	1297	1308	0.731792	0.732988	0.732389
27	187	ch	534623	1160	1191	0.709531	0.701198	0.70534
28	192	s▁	496668	1202	1236	0.696485	0.679605	0.687941
29	8	i	459989	1284	1271	0.781067	0.794252	0.787604
30	32	ä	449109	1058	1213	0.676938	0.666227	0.67154
31	194	en	443129	1164	1164	0.695652	0.695949	0.695801
32	202	sch	440659	1205	1175	0.701367	0.717728	0.709453
33	214	den▁	436260	1153	1129	0.67135	0.681217	0.676247
34	23	w	429434	1430	1485	0.762199	0.727518	0.744455
35	215	ge	415606	1086	1093	0.594383	0.59851	0.59644
36	226	in▁	415330	1205	1207	0.725529	0.721702	0.72361
37	26	z	392703	1109	1072	0.731192	0.761317	0.74595
38	232	be	368898	878	852	0.619048	0.63431	0.626586
39	208	in	364910	1001	1042	0.740246	0.70578	0.722602
40	200	an	363597	834	800	0.661807	0.698042	0.679442
41	34	D	363473	1121	1080	0.752256	0.782948	0.767295
42	221	ten▁	361187	1050	984	0.620167	0.662516	0.640642
43	13	d	359337	946	918	0.734018	0.748567	0.741221
44	11	s	355662	906	877	0.674739	0.690624	0.682589
45	40	F	351786	1033	981	0.79429	0.83584	0.814535
46	37	M	348510	1290	1275	0.84304	0.855527	0.849237
47	31	S	345296	863	818	0.775831	0.817685	0.796208
48	228	ar	337101	959	1022	0.789331	0.731998	0.759584
49	190	un	332433	725	716	0.672009	0.68188	0.676909
50	223	ung▁	329350	601	607	0.64631	0.64381	0.645058
51	213	ti	327348	609	627	0.704517	0.68071	0.692409
52	254	re	324089	885	918	0.740436	0.71269	0.726298
53	183	n▁	322502	914	898	0.691678	0.700861	0.696239
54	229	te▁	317614	1330	1279	0.70362	0.730995	0.717046
55	263	la	308892	772	770	0.675871	0.682605	0.679221
56	321	ri	308013	718	722	0.69707	0.696806	0.696938
57	41	K	297336	790	761	0.734825	0.766878	0.75051
58	249	g▁	296057	790	762	0.673363	0.691302	0.682215
59	219	es▁	295455	761	788	0.645898	0.621363	0.633393
60	387	se	276918	964	932	0.692218	0.727242	0.709298
61	225	on	275567	658	692	0.813899	0.784195	0.798771
62	242	zu▁	273751	732	758	0.669163	0.650218	0.659554
63	30	ü	271455	664	703	0.715241	0.672707	0.693323
64	245	ver	269550	803	788	0.67237	0.680639	0.67648
65	241	gen▁	269238	697	600	0.527177	0.607769	0.564612
66	212	al	266753	715	748	0.773569	0.737745	0.755232
67	38	P	266278	822	830	0.828117	0.816165	0.822098
68	299	le	263940	745	744	0.696105	0.695008	0.695556
69	49	T	262539	854	799	0.759142	0.817653	0.787312
70	283	si	262362	509	530	0.762661	0.733406	0.747747
71	220	or	260186	781	741	0.745587	0.793726	0.768904
72	236	ra	249322	541	531	0.719937	0.718427	0.719181
73	204	m▁	249193	770	714	0.633127	0.674687	0.653247
74	250	von▁	246126	770	729	0.613333	0.657108	0.634467
75	50	L	240549	640	598	0.694141	0.742542	0.717526
76	216	ie	237859	603	568	0.660196	0.699933	0.679484
77	273	at	237415	574	674	0.794667	0.681684	0.733852
78	43	W	236444	647	662	0.829812	0.809729	0.819648
79	210	ein	233894	472	463	0.612814	0.624498	0.618601
80	189	ei	228553	733	640	0.64187	0.736746	0.686043
81	222	on▁	220131	313	298	0.670103	0.719331	0.693845
82	48	H	219451	581	549	0.813855	0.865233	0.838758
83	36	B	218041	746	692	0.781909	0.837375	0.808692
84	376	ts	215636	412	394	0.639601	0.682884	0.660534
85	224	is	215433	473	533	0.820793	0.733626	0.774766
86	45	-	210201	951	643	0.488783	0.714888	0.580599
87	33	A	208263	553	532	0.787896	0.822031	0.804601
88	9	r	207569	529	550	0.631732	0.631749	0.631741
89	28	v	207202	316	377	0.751472	0.626233	0.68316
90	256	ist▁	207196	466	536	0.780806	0.674119	0.723551
91	35	E	205929	433	490	0.820352	0.715859	0.764552
92	257	für▁	205901	382	441	0.760476	0.657213	0.705084
93	19	c	204952	370	382	0.794036	0.768757	0.781192
94	197	d▁	198171	594	649	0.781582	0.719206	0.749098
95	217	zu	197868	500	474	0.499614	0.536882	0.517578
96	261	mit▁	196676	484	426	0.676791	0.761966	0.716857
97	205	el	195004	482	469	0.708617	0.731373	0.719815
98	218	da	191524	409	348	0.571839	0.669763	0.616939
99	54	N	189897	465	451	0.795528	0.817878	0.806548
100	237	ss	186431	454	432	0.652439	0.701181	0.675932
101	304	di	186311	370	435	0.760826	0.637961	0.693997
102	309	Be	183898	397	363	0.567568	0.63142	0.597794
103	252	eh	182985	472	486	0.66706	0.646305	0.656518
104	246	tz	182729	488	486	0.657044	0.654138	0.655588
105	230	ro	182595	460	495	0.762774	0.704167	0.732299
